ball_x,ball_z,ball_vx,ball_vz,paddle_x
0.0,-4.899999999999999,0,-1,0.0
0.36978911172760437,-3.2000000000000024,0.05162517711292369,-1,0.49368953679862176
0.0,-4.799999999999999,0,-1,0.0
1.9788848505042242,-4.500000000000001,0.1806620048561748,-1,2.1776130558460176
-1.899999999999999,-3.900000000000002,1,-1,-0.19999999999999848
-1.1999999999999984,-4.6,1,-1,-0.19999999999999848
-1.9999999999999991,-3.800000000000002,1,-1,-0.19999999999999848
0.0,-4.100000000000001,0,-1,0.0
0.0,-4.100000000000001,0,-1,0.0
2.1999999999999993,-3.600000000000002,-1,-1,0.19999999999999848
-0.9416577893325886,-3.6000000000000028,-0.08859555677185144,-1,-1.1188489028762907
-1.5754578614679091,-4.300000000000002,-0.14465273151646174,-1,-1.763506412439309
1.3384618994174189,-3.900000000000003,0.1467818264711656,-1,1.5879910044183996
-1.5532403977262994,-4.200000000000002,-0.16368716809171308,-1,-1.7824024330546975
1.2650861772064264,-4.6000000000000005,0.12048439782918333,-1,1.38557057503561
1.4999999999999987,-4.300000000000001,-1,-1,0.19999999999999848
-1.903951129907466,-4.300000000000002,-0.19646579704975148,-1,-2.1593566660721417
-1.4315288227111655,-4.500000000000001,-0.12803161756838133,-1,-1.572363602036384
0.0,-4.699999999999999,0,-1,0.0
1.1361589925194393,-3.2000000000000024,0.12485263654059763,-1,1.435805320216874
-0.25205332596618724,-3.2000000000000024,-0.027698167688591957,-1,-0.31852892841880753
1.6999999999999988,-4.100000000000001,-1,-1,0.19999999999999848
0.4624290519567974,-4.000000000000003,0.036608995147151185,-1,0.5210034441922393
2.700000000000001,-2.700000000000001,1,-1,0.19999999999999848
-0.7665782660838782,-3.4000000000000026,-0.0716750823746104,-1,-0.9242634473080211
0.0,-4.999999999999998,0,-1,0.0
1.3219576776688944,-3.800000000000003,0.1259750183163808,-1,1.5487127106383782
-0.8999999999999984,-4.899999999999999,1,-1,-0.19999999999999848
1.4728318527220674,-4.500000000000001,0.13200306276173746,-1,1.6180352217599774
0.8999999999999984,-4.899999999999999,-1,-1,0.19999999999999848
0.0,-3.600000000000002,0,-1,0.0
-0.8999999999999984,-4.899999999999999,1,-1,-0.19999999999999848
-1.799999999999999,-4.000000000000002,1,-1,-0.19999999999999848
-0.4532655420004329,-4.500000000000001,-0.03396784057696464,-1,-0.4906301666350938
0.24329249592654695,-4.7,0.013518159993070267,-1,0.2554588399203101
2.4999999999999996,-3.3000000000000016,-1,-1,0.19999999999999848
1.6999999999999988,-4.100000000000001,-1,-1,0.19999999999999848
-1.9999999999999991,-3.800000000000002,1,-1,-0.19999999999999848
-1.5111887529385128,-4.7,-0.15199893895646382,-1,-1.64798779799933
0.7219393947062352,-4.400000000000001,0.07009120336953725,-1,0.8060488387496806
1.1999999999999984,-4.6,-1,-1,0.19999999999999848
0.8999999999999984,-4.899999999999999,-1,-1,0.19999999999999848
2.0086601446382413,-4.000000000000003,0.19279395400386262,-1,2.3171304710444214
-2.4999999999999996,-3.3000000000000016,1,-1,-0.19999999999999848
1.5999999999999988,-4.200000000000001,-1,-1,0.19999999999999848
0.0,-4.899999999999999,0,-1,0.0
2.500000000000001,-2.500000000000001,1,-1,0.19999999999999848
0.0,-3.900000000000002,0,-1,0.0
-1.1999999999999984,-4.6,1,-1,-0.19999999999999848
0.0,-2.600000000000001,0,-1,0.0
-0.8155188466217116,-3.5000000000000027,-0.08675732410869264,-1,-0.9977092272499664
1.4999999999999987,-4.300000000000001,-1,-1,0.19999999999999848
0.6941263918134445,-4.400000000000001,0.06739091182654788,-1,0.7749954860053022
-0.7415933753559025,-4.6000000000000005,-0.07062794051008586,-1,-0.8122213158659888
0.0,-4.6,0,-1,0.0
0.08761031359912538,-4.7,-0.0011688383397053248,-1,0.08655835909339062
2.6999999999999997,-3.1000000000000014,-1,-1,0.19999999999999848
0.19287570771814785,-2.700000000000002,0.03405531485094762,-1,0.2916361207858959
0.0,-4.6,0,-1,0.0
-0.7888342257306665,-3.6000000000000028,-0.09356149744533332,-1,-0.9759572206213337
1.2999999999999985,-4.5,-1,-1,0.19999999999999848
0.262407107016478,-4.300000000000002,0.025726186962399783,-1,0.29585115006759777
0.28503807261244035,-3.1000000000000023,0.020559785845826545,-1,0.3364375372270072
-1.3639455832277672,-3.6000000000000028,-0.14357321928713312,-1,-1.6510920218020355
-1.7379036158369163,-4.6000000000000005,-0.17503843960351573,-1,-1.9129420554404328
0.2509545813748403,-3.900000000000003,0.015403528711718184,-1,0.2771405801847613
0.8999999999999984,-4.899999999999999,-1,-1,0.19999999999999848
-1.6113232274713587,-3.3000000000000025,-0.18601339429036529,-1,-2.0391540343391994
1.3939312487237914,-3.4000000000000026,0.14988508050793486,-1,1.723678425841247
0.0,-3.900000000000002,0,-1,0.0
0.2743622545709695,-4.999999999999999,0.034345160969813854,-1,0.2949693511528577
0.0,-4.200000000000001,0,-1,0.0
-1.1916504044335203,-3.6000000000000028,-0.1254368846772128,-1,-1.4425241737879453
2.099999999999999,-3.700000000000002,-1,-1,0.19999999999999848
-1.7012556600198894,-3.6000000000000028,-0.1896058589494624,-1,-2.0804673779188136
1.899999999999999,-3.900000000000002,-1,-1,0.19999999999999848
-1.2270488790192982,-4.999999999999999,-0.12174760357975223,-1,-1.300097441167149
-1.7838315342230797,-4.200000000000002,-0.1667159934874331,-1,-2.017233925105487
1.0999999999999983,-4.699999999999999,-1,-1,0.19999999999999848
-1.6999999999999988,-4.100000000000001,1,-1,-0.19999999999999848
0.8603763003011532,-4.400000000000001,0.09324041750496664,-1,0.9722648013071126
1.799999999999999,-4.000000000000002,-1,-1,0.19999999999999848
-1.1999999999999984,-4.6,1,-1,-0.19999999999999848
0.0,-3.900000000000002,0,-1,0.0
0.6935024838058814,-3.1000000000000023,0.07705583153398693,-1,0.8861420626408475
1.1999999999999984,-4.6,-1,-1,0.19999999999999848
1.9999999999999991,-3.800000000000002,-1,-1,0.19999999999999848
1.0999999999999983,-4.699999999999999,-1,-1,0.19999999999999848
-2.3999999999999995,-3.4000000000000017,1,-1,-0.19999999999999848
2.700000000000001,-2.700000000000001,1,-1,0.19999999999999848
-0.7464432972110615,-3.700000000000003,-0.07775451012615214,-1,-0.8941768664507509
-1.9864959904691586,-4.8999999999999995,-0.18393481393232985,-1,-2.1152503602217894
1.3310188695108918,-4.999999999999999,0.12211182289090763,-1,1.4042859632454359
-0.81883630759994,-3.000000000000002,-0.09200407950561135,-1,-1.0580469143145292
1.8334003567516484,-4.300000000000002,0.17974513301486722,-1,2.067069029670977
-0.7687010892061306,-3.900000000000003,-0.07843888665368698,-1,-0.902047196517398
0.024249928027436994,-4.200000000000002,0.012301973072023603,-1,0.041472690328270057
1.9992054870063958,-4.6000000000000005,0.1808767130482279,-1,2.1800822000546236
0.0,-3.2000000000000015,0,-1,0.0
1.899999999999999,-3.900000000000002,-1,-1,0.19999999999999848
-0.1534886479785372,-3.4000000000000026,-0.0057514675245737,-1,-0.1661418765325994
-1.5999999999999988,-4.200000000000001,1,-1,-0.19999999999999848
0.0,-4.699999999999999,0,-1,0.0
1.5351896587445135,-4.200000000000002,0.1519989761133178,-1,1.74798822530316
-0.4130221580363292,-4.6000000000000005,-0.0393354436225076,-1,-0.4523576016588366
-1.1999999999999984,-4.6,1,-1,-0.19999999999999848
0.25601719738213713,-3.800000000000003,0.016084247152797465,-1,0.2849688422571721
0.2512888298515773,-2.5000000000000018,0.02991533688709258,-1,0.34402637420156396
-0.8597264930733468,-3.2000000000000024,-0.09447543879926912,-1,-1.0864675461915914
-0.3044094313398813,-3.900000000000003,-0.04126626850406967,-1,-0.3745620877968001
-1.9999999999999991,-3.800000000000002,1,-1,-0.19999999999999848
0.09818568538515288,-4.8999999999999995,0.018350526424551317,-1,0.11103105388233882
-2.2999999999999994,-3.5000000000000018,1,-1,-0.19999999999999848
1.2465395765058427,-4.8,0.11649902584166738,-1,1.3397387971791768
0.0,-2.600000000000001,0,-1,0.0
2.0802154980728993,-4.8,0.18506686897877508,-1,2.22826899325592
-1.539794111892874,-2.800000000000002,-0.16549357607964027,-1,-2.0031761249158673
-1.7773106376248982,-3.800000000000003,-0.19353717913658802,-1,-2.125677560070756
-2.060655032121594,-4.8,-0.18323878804874677,-1,-2.207246062560592
1.9913166110981464,-4.200000000000002,0.1872590704057573,-1,2.2534793096662082
-0.7999999999999984,-4.999999999999998,1,-1,-0.19999999999999848
-1.7308220669217687,-4.8,-0.15241327728240778,-1,-1.8527526887476953
-1.3792396141103302,-4.999999999999999,-0.126535744413792,-1,-1.4551610607586052
1.899999999999999,-3.900000000000002,-1,-1,0.19999999999999848
-1.799999999999999,-4.000000000000002,1,-1,-0.19999999999999848
-1.0494045400771386,-4.7,-0.10843439057331489,-1,-1.1469954915931224
-1.6999999999999988,-4.100000000000001,1,-1,-0.19999999999999848
0.33521778511570394,-3.5000000000000027,0.035661466501670624,-1,0.4101068647692126
-0.9999999999999983,-4.799999999999999,1,-1,-0.19999999999999848
0.7292602050097041,-4.300000000000002,0.08130002009899068,-1,0.8349502311383925
0.22489538761109298,-4.7,0.011782583736895502,-1,0.23549971297429884
0.1495867082975385,-4.200000000000002,0.004909575078964057,-1,0.1564601134080882
0.0,-4.200000000000001,0,-1,0.0
-2.3999999999999995,-3.4000000000000017,1,-1,-0.19999999999999848
-1.0999999999999983,-4.699999999999999,1,-1,-0.19999999999999848
0.4061288333116781,-4.8,0.037955965730063435,-1,0.43649360589572866
0.6778697273323919,-4.999999999999999,0.062189883241503846,-1,0.715183657277294
0.8195484477550071,-3.6000000000000028,0.08626825765842194,-1,0.9920849630718506
1.0288454084310297,-4.8999999999999995,0.10452272300287307,-1,1.102011314533041
0.0,-3.1000000000000014,0,-1,0.0
-2.5999999999999996,-3.2000000000000015,1,-1,-0.19999999999999848
-0.4375591291355592,-3.800000000000003,-0.03479991022016046,-1,-0.5001989675318484
1.2186167746475833,-3.800000000000003,0.11532131697397748,-1,1.4261951452007429
0.13926572050221409,-4.999999999999999,0.02195098353231334,-1,0.15243631062160212
-0.7216323266649599,-4.8,-0.0580964791275661,-1,-0.7681095099670129
0.9999999999999983,-4.799999999999999,-1,-1,0.19999999999999848
-1.4999999999999987,-4.300000000000001,1,-1,-0.19999999999999848
-1.4999999999999987,-4.300000000000001,1,-1,-0.19999999999999848
-1.2999999999999985,-4.5,1,-1,-0.19999999999999848
1.9514937103515013,-4.8999999999999995,0.18995312132884257,-1,2.0844608952816914
-2.3999999999999995,-3.4000000000000017,1,-1,-0.19999999999999848
-0.7999999999999984,-4.999999999999998,1,-1,-0.19999999999999848
-0.8052414290392474,-4.8999999999999995,-0.08381865083696738,-1,-0.8639144846251248
-1.799999999999999,-4.000000000000002,1,-1,-0.19999999999999848
-1.2906144342828705,-3.800000000000003,-0.1330530344621514,-1,-1.5301098963147435
1.9999999999999991,-3.800000000000002,-1,-1,0.19999999999999848
1.5147745799569312,-4.999999999999999,0.1297958330235714,-1,1.5926520797710741
-2.099999999999999,-3.700000000000002,1,-1,-0.19999999999999848
0.0,-4.000000000000002,0,-1,0.0
-1.7944117122664873,-4.200000000000002,-0.18756551606598942,-1,-2.057003434758871
1.4999999999999987,-4.300000000000001,-1,-1,0.19999999999999848
1.013555088456746,-4.8,0.09472477462212577,-1,1.0893349081544466
0.8077572528424575,-4.100000000000002,0.07077572528424567,-1,0.9139208407688258
-1.2999999999999985,-4.5,1,-1,-0.19999999999999848
0.3324947774864745,-4.999999999999999,0.03050410802628209,-1,0.35079724230224363
0.9532410516241746,-3.2000000000000024,0.10475176391474461,-1,1.2046452850195633
-1.0922998604472305,-4.6000000000000005,-0.09450474861402214,-1,-1.186804609061252
-1.2999999999999985,-4.5,1,-1,-0.19999999999999848
-1.9999999999999991,-3.800000000000002,1,-1,-0.19999999999999848
